Entry	Entry Name	Gene	Gene Names	Protein names	Reviewed	Ribosomal	RP Gene	RP Nomenclature	RP Subunit	Evidence	N studies	N datasets	Studies	Cell lines	Systems	Datasets	Accessions	Source labels	Caveats	Notes
A6NDG6	PGP_HUMAN	PGP	PGP	Phosphoglycolate phosphatase (Aspartate-based ubiquitous Mg(2+)-dependent phosphatase) (Glycerol-3-phosphate phosphatase)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	A6NDG6	A6NDG6 | Glycerol-3-phosphate phosphatase		
A6NHR9	SMHD1_HUMAN	SMCHD1	SMCHD1 KIAA0650	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	yes					in-cell	1	1	Donnellan 2022	OV90 parental	in-cell, basal	donnellan-2022-ov90	A6NHR9	A6NHR9 | Structural maintenance of chromosomes flexible hinge domain-containing protein 1		
A6NMY6	AXA2L_HUMAN	ANXA2P2	ANXA2P2 ANX2L2 ANX2P2 LPC2B	Putative annexin A2-like protein (Annexin A2 pseudogene 2) (Lipocortin II pseudogene)	yes					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	A6NMY6	Annexin A2-like protein | ANXA2P2		
B0I1T2	MYO1G_HUMAN	MYO1G	MYO1G HA2	Unconventional myosin-Ig	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	B0I1T2	B0I1T2 | Unconventional myosin-Ig		
B4DM10	B4DM10_HUMAN			cDNA FLJ58263, highly similar to Microtubule-associated protein 4	no					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	B4DM10	Microtubule-associated protein 4, similar | B4DM10_HUMAN		
B4DM58	B4DM58_HUMAN			Dihydrofolate reductase	no					in-cell	1	1	Donnellan 2022	OV90 parental	in-cell, basal	donnellan-2022-ov90	B4DM58	B4DM58 | Dihydrofolate reductase		
B4DMJ5	B4DMJ5_HUMAN			cDNA FLJ53012, highly similar to Tubulin beta-7 chain	no					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	B4DMJ5	Tubulin beta-7 chain | B4DMJ5_HUMAN		
B4DY08	B4DY08_HUMAN			cDNA FLJ53542, highly similar to Heterogeneous nuclear ribonucleoproteins C	no					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	B4DY08	B4DY08 | Heterogeneous nuclear ribonucleoproteins C1/C2		
B7Z596	B7Z596_HUMAN			cDNA FLJ55130, highly similar to Rattus norvegicus tropomyosin 1, alpha (Tpm1), transcript variant 8, mRNA	no					in-cell	1	1	Donnellan 2022	PBL, 3 donors	ex vivo, basal	donnellan-2022-pbl	B7Z596	B7Z596 | Tropomyosin alpha-1 chain	donnellan-2022-pbl: primary cells, ex vivo	
E9PAM4	E9PAM4_HUMAN			Phosphatidylinositol 4-kinase type 2	no					cell-free	1	1	Ashour 2020	PDLF primary	cell-free lysate + MG	ashour-2020-cellfree	E9PAM4	E9PAM4_HUMAN | Uncharacterized protein		
E9PAV3	NACAM_HUMAN	NACA	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form (Alpha-NAC, muscle-specific form)	yes					cell-free	1	1	Ashour 2020	PDLF primary	cell-free lysate + MG	ashour-2020-cellfree	E9PAV3	NACAM_HUMAN | Nascent polypeptide- associated complex subunit		
E9PIF3	NPIA2_HUMAN	NPIPA2	NPIPA2	Nuclear pore complex-interacting protein family member A2	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	E9PIF3	NPIPA2 | Nuclear pore complex-interacting protein family member A2	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
E9PSI1	E9PSI1_HUMAN			Transmembrane 9 superfamily member	no					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	E9PSI1	E9PSI1 | Transmembrane 9 superfamily member		
H3BNC9	H3BNC9_HUMAN			Cytoplasmic polyadenylation element-binding protein 1 (40S ribosomal protein S17) (Small ribosomal subunit protein eS17)	no					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	H3BNC9	H3BNC9 | Uncharacterized protein		
O00154	BACH_HUMAN	ACOT7	ACOT7 BACH	Cytosolic acyl coenzyme A thioester hydrolase (Acyl-CoA thioesterase 7) (Brain acyl-CoA hydrolase) (CTE-IIa) (Long chain acyl-CoA thioester hydrolase)	yes					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	O00154	Cytosolic acyl coenzyme A thioester hydrolase | ACOT7		
O00214	LEG8_HUMAN	LGALS8	LGALS8	Galectin-8 (Po66 carbohydrate-binding protein) (Prostate carcinoma tumor antigen 1)	yes					in-cell	1	1	Donnellan 2022	OV90 parental	in-cell, basal	donnellan-2022-ov90	O00214	O00214 | Galectin-8		
O00264	PGRC1_HUMAN	PGRMC1	PGRMC1 HPR6.6 PGRMC	Membrane-associated progesterone receptor component 1 (Dap1) (IZA)	yes					cell-free	1	1	Ashour 2020	PDLF primary	cell-free lysate + MG	ashour-2020-cellfree	O00264	PGRC1_HUMAN | Membrane-associated progesterone receptor component 1		
O00299	CLIC1_HUMAN	CLIC1	CLIC1 G6 NCC27	Chloride intracellular channel protein 1 (Chloride channel ABP) (Glutaredoxin-like oxidoreductase CLIC1) (Glutathione-dependent dehydroascorbate reductase CLIC1) (Nuclear chloride ion channel 27) (Regulatory nuclear chloride ion channel protein)	yes					cell-free	1	1	Ashour 2020	PDLF primary	cell-free lysate + MG	ashour-2020-cellfree	O00299	CLIC1_HUMAN | Chloride intracellular channel protein 1		
O00329	PK3CD_HUMAN	PIK3CD	PIK3CD	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit delta)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	F8W9P4	F8W9P4 | Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit		
O00458	IFRD1_HUMAN	IFRD1	IFRD1	Interferon-related developmental regulator 1 (Nerve growth factor-inducible protein PC4)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	O00458	O00458 | Interferon-related developmental regulator 1		
O00479	HMGN4_HUMAN	HMGN4	HMGN4 HMG17L3 NHC	High mobility group nucleosome-binding domain-containing protein 4 (Non-histone chromosomal protein HMG-17-like 3)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	O00479	O00479 | High mobility group nucleosome-binding domain-containing protein 4		
O00512	BCL9_HUMAN	BCL9	BCL9	B-cell CLL/lymphoma 9 protein (Protein legless homolog)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	O00512	O00512 | B-cell CLL/lymphoma 9 protein		
O00590	ACKR2_HUMAN	ACKR2	ACKR2 CCBP2 CCR10 CMKBR9 D6	Atypical chemokine receptor 2 (C-C chemokine receptor D6) (Chemokine receptor CCR-10) (Chemokine receptor CCR-9) (Chemokine-binding protein 2) (Chemokine-binding protein D6)	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	O00590	ACKR2 | Atypical chemokine receptor 2	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
O00629	IMA3_HUMAN	KPNA4	KPNA4 QIP1	Importin subunit alpha-3 (Importin alpha Q1) (Karyopherin subunit alpha-4)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	O00629	O00629 | Importin subunit alpha-3		
O14511	NRG2_HUMAN	NRG2	NRG2 NTAK	Pro-neuregulin-2, membrane-bound isoform	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	O14511	O14511 | Pro-neuregulin-2, membrane-bound isoform		
O14526	FCHO1_HUMAN	FCHO1	FCHO1 KIAA0290	F-BAR domain only protein 1	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	O14526	O14526 | F-BAR domain only protein 1		
O14617	AP3D1_HUMAN	AP3D1	AP3D1	AP-3 complex subunit delta-1 (AP-3 complex subunit delta) (Adaptor-related protein complex 3 subunit delta-1) (Delta-adaptin)	yes					in-cell	1	1	Zheng 2024	SH-SY5Y	in-cell, 0-1000 uM MGO	zheng-2024-shsy5y-fig4	O14617	AP3D1	zheng-2024-shsy5y-fig4: recovered from Fig. 4 heatmap labels	
O14686	KMT2D_HUMAN	KMT2D	KMT2D ALR MLL2 MLL4	Histone-lysine N-methyltransferase 2D (ALL1-related protein) (Myeloid/lymphoid or mixed-lineage leukemia protein 2)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	O14686	O14686 | Histone-lysine N-methyltransferase 2D		
O14745	NHRF1_HUMAN	NHERF1	NHERF1 NHERF SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (Ezrin-radixin-moesin-binding phosphoprotein 50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)	yes					in-cell	1	1	Donnellan 2022	OV90 parental	in-cell, basal	donnellan-2022-ov90	O14745	O14745 | Na(+)/H(+) exchange regulatory cofactor NHE-RF1		
O14795	UN13B_HUMAN	UNC13B	UNC13B UNC13	Protein unc-13 homolog B (Munc13-2)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	A0A1B0GUS7	A0A1B0GUS7 | Protein unc-13 homolog B		
O14818	PSA7_HUMAN	PSMA7	PSMA7 HSPC	Proteasome subunit alpha type-7 (Proteasome subunit RC6-1) (Proteasome subunit XAPC7) (Proteasome subunit alpha-4)	yes					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	O14818	Proteasome subunit A7 | PSMA7		
O15020	SPTN2_HUMAN	SPTBN2	SPTBN2 KIAA0302 SCA5	Spectrin beta chain, non-erythrocytic 2 (Beta-III spectrin) (Spinocerebellar ataxia 5 protein)	yes					in-cell	1	1	Donnellan 2022	Caov3 parental	in-cell, basal	donnellan-2022-caov3	O15020	O15020 | Spectrin beta chain, non-erythrocytic 2		
O15047	SET1A_HUMAN	SETD1A	SETD1A KIAA0339 KMT2F SET1 SET1A	Histone-lysine N-methyltransferase SETD1A (Lysine N-methyltransferase 2F) (SET domain-containing protein 1A) (Set1/Ash2 histone methyltransferase complex subunit SET1)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	O15047	O15047 | Histone-lysine N-methyltransferase SETD1A		
O15056	SYNJ2_HUMAN	SYNJ2	SYNJ2 KIAA0348	Polyphosphatidylinositol phosphatase SYNJ2 (Synaptojanin-2)	yes					in-cell	1	1	Donnellan 2022	OV90 parental	in-cell, basal	donnellan-2022-ov90	O15056	O15056 | Synaptojanin-2		
O15063	GRRE1_HUMAN	GARRE1	GARRE1 KIAA0355	Granule associated Rac and RHOG effector protein 1	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	O15063	KIAA0355 | Uncharacterized protein KIAA0355	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
O15084	ANR28_HUMAN	ANKRD28	ANKRD28 KIAA0379	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A (Ankyrin repeat domain-containing protein 28) (Phosphatase interactor targeting protein hnRNP K)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	O15084	O15084 | Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A		
O15143	ARC1B_HUMAN	ARPC1B	ARPC1B ARC41	Actin-related protein 2/3 complex subunit 1B (Arp2/3 complex 41 kDa subunit) (p41-ARC)	yes					cell-free	1	1	Irshad 2019	HMEC-1	cell-free lysate + 500 uM MG	irshad-2019-hmec1	O15143	Actin related protein 2/3 complex, 1B, 41kDa | ARPC1B		
O15173	PGRC2_HUMAN	PGRMC2	PGRMC2 DG6 PMBP	Membrane-associated progesterone receptor component 2 (Progesterone membrane-binding protein) (Steroid receptor protein DG6)	yes					cell-free	1	1	Ashour 2020	PDLF primary	cell-free lysate + MG	ashour-2020-cellfree	O15173	PGRC2_HUMAN | Membrane-associated progesterone receptor component 2		
O15260	SURF4_HUMAN	SURF4	SURF4 SURF-4	Surfeit locus protein 4	yes					cell-free	1	1	Ashour 2020	PDLF primary	cell-free lysate + MG	ashour-2020-cellfree	O15260	SURF4_HUMAN | Surfeit locus protein 4		
O15303	GRM6_HUMAN	GRM6	GRM6 GPRC1F MGLUR6	Metabotropic glutamate receptor 6	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	O15303	GRM6 | Metabotropic glutamate receptor 6	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
O15392	BIRC5_HUMAN	BIRC5	BIRC5 API4 IAP4	Baculoviral IAP repeat-containing protein 5 (Apoptosis inhibitor 4) (Apoptosis inhibitor survivin)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	O15392	O15392 | Baculoviral IAP repeat-containing protein 5		
O15399	NMDE4_HUMAN	GRIN2D	GRIN2D GluN2D NMDAR2D	Glutamate receptor ionotropic, NMDA 2D (EB11) (Glutamate [NMDA] receptor subunit epsilon-4) (N-methyl D-aspartate receptor subtype 2D)	yes					in-cell	1	1	Alhujaily 2021	HEK293	in-cell, 131 uM MG 6 h	alhujaily-2021-hek293	O15399	GRIN2D | Glutamate receptor ionotropic, NMDA 2D	alhujaily-2021-hek293: supplement covers ~21% of the 681 reported	
O15417	TNC18_HUMAN	TNRC18	TNRC18 CAGL79 KIAA1856	Trinucleotide repeat-containing gene 18 protein (Long CAG trinucleotide repeat-containing gene 79 protein)	yes					in-cell	1	1	Donnellan 2022	WIL2-NS	in-cell, 500 uM MGO 24 h	donnellan-2022-wil2ns	H9KVB4	H9KVB4 | Trinucleotide repeat-containing gene 18 protein		
